date,election_type,level,election_name,registration,registration_basis,total_turnout,total_turnout_class,turnout_pct,night_of_count,night_count_class,night_observed_at,night_pct_of_final,eday_turnout,vbm_turnout,registration_source,total_turnout_source,night_of_count_source,eday_turnout_source,vbm_turnout_source,sources_record_id
2006-06-06,Primary,city,,421094,as recorded for this election,156272,certified / official canvass,37.1,103555,actual count as reported by the source,2006-06-07T02:00:00,66.3,81132,75140,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 2006-06-07 results box, SAN FRANCISCO column, 578 of 578 precincts reporting (complete night release): Measure B (eviction disclosure) YES 54,492 + NO 49,0",https://elections.cdn.sos.ca.gov/sov/2006-primary/p5regandpart.pdf,https://elections.cdn.sos.ca.gov/sov/2006-primary/p5regandpart.pdf,2006-06-06
2006-11-07,General,city,,418285,as recorded for this election,253719,certified / official canvass,60.7,125536,lower bound (only part of the count could be extracted; the true night count is higher),2006-11-08T05:33:00,49.5,145371,108348,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"California Institute for Federal Policy Research, calinst.org/2006elections/",https://elections.cdn.sos.ca.gov/sov/2006-general/complete_sov.pdf,https://elections.cdn.sos.ca.gov/sov/2006-general/complete_sov.pdf,2006-11-07
2007-11-06,Municipal,city,,419598,as recorded for this election,149465,certified / official canvass,35.6,48104,lower bound (only part of the count could be extracted; the true night count is higher),2007-11-07T01:00:00,32.2,71276,78189,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 'NEWSOM'S 2ND ACT' 2007-11-07 pA1 (11CC61605959E228): 'not a single ballot cast anywhere in the city Tuesday showed up in the vote totals released Tuesday night, whic",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),2007-11-06
2008-02-05,Primary,city,,415761,as recorded for this election,269212,certified / official canvass,64.8,169840,lower bound (only part of the count could be extracted; the true night count is higher),2008-02-06T02:00:00,63.1,158995,110217,recovered canvass records (data/sf_archival_canvass_points.csv),https://elections.cdn.sos.ca.gov/sov/2008-primary/04_voter_stats_by_county_feb08.pdf,"SF Chronicle (NewsBank image scan via SFPL), 2008-02-06 pB3 'BAY AREA ELECTION RESULTS' box, San Francisco column, 450 of 580 precincts reporting: Prop A sum 169,840",https://elections.cdn.sos.ca.gov/sov/2008-primary/04_voter_stats_by_county_feb08.pdf,https://elections.cdn.sos.ca.gov/sov/2008-primary/04_voter_stats_by_county_feb08.pdf,2008-02-05
2008-04-08,Primary,city,,79340,as recorded for this election,19742,certified / official canvass,24.9,16500,actual count as reported by the source,2008-04-09T03:00:00,83.6,5332,14410,recovered canvass records (data/sf_archival_canvass_points.csv),SF Dept. of Elections historical turnout table (1899–2019),"SF Chronicle via NewsBank (SFPL), 'Voters elect Speier to finish term of Rep. Lantos' 2008-04-09 pB1 (John Wildermuth): 'With all the San Francisco precincts reporting... About 17,000 ballots were cas",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),2008-04-08
2008-06-03,Primary,city,,430259,as recorded for this election,173035,certified / official canvass,40.2,108611,lower bound (only part of the count could be extracted; the true night count is higher),2008-06-04T02:00:00,62.8,83441,89594,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 2008-06-04 results box, SAN FRANCISCO column, 515 of 580 precincts reporting: Prop A (SFUSD parcel tax) YES 75,599 (69.61) + NO 33,012 = 108,611, printed p",https://elections.cdn.sos.ca.gov/sov/2008-statewide-direct-primary/03_voter_stats_by_county_june_08.pdf,https://elections.cdn.sos.ca.gov/sov/2008-statewide-direct-primary/03_voter_stats_by_county_june_08.pdf,2008-06-03
2008-11-04,General,city,,477651,as recorded for this election,388112,certified / official canvass,81.3,236590,actual count as reported by the source,2008-11-05T03:00:00,61.0,209527,178585,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Examiner via ProQuest (SFPL ezproxy), retrospective night reconstruction: the Wednesday-afternoon total was 241,090 and both the 2008-11-06 p6 news story",https://elections.cdn.sos.ca.gov/sov/2008-general/3_voter_part_stats_by_county.pdf,https://elections.cdn.sos.ca.gov/sov/2008-general/3_voter_part_stats_by_county.pdf,2008-11-04
2009-05-19,Special,city,,465428,as recorded for this election,130644,certified / official canvass,28.1,97958,actual count as reported by the source,2009-05-19T23:01:00,75.0,46920,83724,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"CA Secretary of State County Reporting Status page, Wayback capture 2009-05-20 (reproduction: curl http://web.archive.org/web/20090520202706id_/http://vote.sos.ca.gov/returns/status.htm): San Francisc",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),2009-05-19
2009-11-03,Municipal,city,,451988,as recorded for this election,102061,certified / official canvass,22.6,69733,actual count as reported by the source,2009-11-03T22:14:00,68.3,32464,69597,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"DOE Election Summary page (live), 'Last Updated: 11/3/2009 10:14 PM', 428 of 428 precincts: Total Ballots Cast 69,733 (15.43% of registered)",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),2009-11-03
2010-06-08,Primary,city,,447985,as recorded for this election,155533,certified / official canvass,34.7,100698,lower bound (only part of the count could be extracted; the true night count is higher),2010-06-09T02:00:00,64.7,63607,91926,recovered canvass records (data/sf_archival_canvass_points.csv),https://sfelections.org/results/20100608/summary.php,"SF Chronicle (NewsBank image scan via SFPL), 2010-06-09 statewide proposition county tables, San Francisco row, Prop 16: YES 32,542 (32%) + NO 68,156 (68%) = 100,698, printed pcts validate",https://sfelections.org/results/20100608/summary.php (per-party turnout blocks summed),https://sfelections.org/results/20100608/summary.php (per-party turnout blocks summed),2010-06-08
2010-11-02,General,city,,461771,as recorded for this election,284625,certified / official canvass,61.6,174563,actual count as reported by the source,2010-11-02T23:54:00,61.3,141319,143306,recovered canvass records (data/sf_archival_canvass_points.csv),https://www.sfelections.org/results/20101102/,"CA Secretary of State County Summary Status (contest_summary.pdf p2), page-self-reported Last Report 11/02 11:54 pm PDT, captured 2010-11-03 07:11:38 UTC (00:11 PDT, inside the night window): San Fran",https://elections.cdn.sos.ca.gov/sov/2010-general/03-voter-particpation-stats-by-county.pdf,https://elections.cdn.sos.ca.gov/sov/2010-general/03-voter-particpation-stats-by-county.pdf,2010-11-02
2011-11-08,Municipal,city,,464380,as recorded for this election,197242,certified / official canvass,42.5,86865,lower bound (only part of the count could be extracted; the true night count is higher),2011-11-08T22:22:00,44.0,84269,112973,recovered canvass records (data/sf_archival_canvass_points.csv),https://www.sfelections.org/results/20111108/,"SFist election-night liveblog (still live: https://sfist.com/2011/11/08/election_night_results/), 10:22 p.m. entry at '100% of precincts': DOE-attributed mayoral first-choice counts Lee 44,451 + Avalo",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),2011-11-08
2012-06-05,Primary,city,,470668,as recorded for this election,145105,certified / official canvass,30.8,106273,lower bound (only part of the count could be extracted; the true night count is higher),2012-06-06T02:00:00,73.2,49779,95326,recovered canvass records (data/sf_archival_canvass_points.csv),https://www.sfelections.org/results/20120605/,"SF Chronicle (NewsBank image scan via SFPL), 2012-06-06 statewide proposition county tables, San Francisco row, Prop 29 (cigarette tax): YES 77,676 (73%) + NO 28,597 (27%) = 106,273, printed pcts vali",https://elections.cdn.sos.ca.gov/sov/2012-primary/pdf/03-voter-reg-stats-by-county.pdf,https://elections.cdn.sos.ca.gov/sov/2012-primary/pdf/03-voter-reg-stats-by-county.pdf,2012-06-05
2012-11-06,General,city,,502841,as recorded for this election,364875,certified / official canvass,72.6,260535,actual count as reported by the source,2012-11-06T22:23:21,71.4,171679,193196,recovered canvass records (data/sf_archival_canvass_points.csv),https://www.sfelections.org/results/20121106/,https://web.archive.org/web/20121107165615/http://sfelections.org/results/20121106/index.php,https://elections.cdn.sos.ca.gov/sov/2012-general/03-voter-participation-stats-by-county.pdf,https://elections.cdn.sos.ca.gov/sov/2012-general/03-voter-participation-stats-by-county.pdf,2012-11-06
2013-11-05,Municipal,city,,440028,as recorded for this election,128937,certified / official canvass,29.3,95000,actual count as reported by the source,2013-11-05T22:30:00,73.7,43534,85403,recovered canvass records (data/sf_archival_canvass_points.csv),https://www.sfelections.org/results/20131105/,"SF Examiner via ProQuest (SFPL ezproxy), 2013-11-06 p6",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),2013-11-05
2014-06-03,Primary,city,,435757,as recorded for this election,129399,certified / official canvass,29.7,90262,actual count as reported by the source,2014-06-04T03:00:00,69.8,39406,89993,recovered canvass records (data/sf_archival_canvass_points.csv),https://www.sfelections.org/results/20140603/,"SF Examiner via ProQuest (SFPL ezproxy), 2014-06-04 (docview 2069648911): Prop B (waterfront height limits) 53,636 + 36,626 = 90,262 at '100 percent of precincts reporting' in the morning-after editio",https://elections.cdn.sos.ca.gov/sov/2014-primary/pdf/03-voter-particpiation-stats-by-county.pdf,https://elections.cdn.sos.ca.gov/sov/2014-primary/pdf/03-voter-particpiation-stats-by-county.pdf,2014-06-03
2014-11-04,General,city,,436019,as recorded for this election,231214,certified / official canvass,53.0,162539,actual count as reported by the source,2014-11-04T23:51:13,70.3,94995,136219,recovered canvass records (data/sf_archival_canvass_points.csv),https://www.sfelections.org/results/20141104/,https://web.archive.org/web/20141105160259/http://www.sfelections.org/results/20141104/index.php,https://elections.cdn.sos.ca.gov/sov/2014-general/pdf/03-voter-particpiation-stats-by-county.pdf,https://elections.cdn.sos.ca.gov/sov/2014-general/pdf/03-voter-particpiation-stats-by-county.pdf,2014-11-04
2015-11-03,Municipal,city,,446828,as recorded for this election,203069,certified / official canvass,45.4,140946,actual count as reported by the source,2015-11-04T00:00:00,69.4,77274,125795,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20151104 (reported 2015-11-04T00:00:00),SF Dept. of Elections per-release certified results (final release 20151113),SF Dept. of Elections per-release certified results (final release 20151113),2015-11-03
2016-06-07,Primary,city,,468238,as recorded for this election,264993,certified / official canvass,56.6,193038,actual count as reported by the source,2016-06-08T00:00:00,72.8,105039,159954,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20160608 (reported 2016-06-08T00:00:00),SF Dept. of Elections per-release certified results (final release 20160621),SF Dept. of Elections per-release certified results (final release 20160621),2016-06-07
2016-11-08,General,city,,513573,as recorded for this election,414528,certified / official canvass,80.7,274207,actual count as reported by the source,2016-11-09T00:01:46,66.1,151437,263091,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20161108_4 (reported 2016-11-09T00:01:46),SF Dept. of Elections per-release certified results (final release 20161201),SF Dept. of Elections per-release certified results (final release 20161201),2016-11-08
2018-06-05,Primary,city,,478113,as recorded for this election,253583,certified / official canvass,53.0,154290,actual count as reported by the source,2018-06-06T00:10:36,60.8,89756,163827,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20180605_4 (reported 2018-06-06T00:10:36),SF Dept. of Elections per-release certified results (final release 20180621),SF Dept. of Elections per-release certified results (final release 20180621),2018-06-05
2018-11-06,General,city,,500516,as recorded for this election,372848,certified / official canvass,74.5,221151,actual count as reported by the source,2018-11-07T01:00:13,59.3,127886,244962,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20181106_4 (reported 2018-11-07T01:00:13),SF Dept. of Elections per-release certified results (final release 20181126),SF Dept. of Elections per-release certified results (final release 20181126),2018-11-06
2019-11-05,Municipal,city,,495050,as recorded for this election,206122,certified / official canvass,41.6,115183,actual count as reported by the source,2019-11-06T00:32:09,55.9,59428,146694,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20191105_4 (reported 2019-11-06T00:32:09),SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),2019-11-05
2020-03-03,Primary,city,,503899,as recorded for this election,305184,certified / official canvass,60.6,144667,actual count as reported by the source,2020-03-04T00:53:02,47.4,107184,198000,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20200303_4 (reported 2020-03-04T00:53:02),SF Dept. of Elections per-release certified results (final release 20200326),SF Dept. of Elections per-release certified results (final release 20200326),2020-03-03
2020-11-03,General,city,,521099,as recorded for this election,449866,certified / official canvass,86.3,352537,actual count as reported by the source,2020-11-04T00:44:46,78.4,38455,411411,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20201103_4 (reported 2020-11-04T00:44:46),SF Dept. of Elections per-release certified results (final release 20201201),SF Dept. of Elections per-release certified results (final release 20201201),2020-11-03
2021-09-14,Recall,city,,501919,as recorded for this election,341055,certified / official canvass,68.0,268285,actual count as reported by the source,2021-09-14T23:27:42,78.7,28836,312219,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20210914_4 (reported 2021-09-14T23:27:42),SF Dept. of Elections per-release certified results (final release 20211005),SF Dept. of Elections per-release certified results (final release 20211005),2021-09-14
2022-02-15,Special,city,,499771,as recorded for this election,179981,certified / official canvass,36.0,130302,actual count as reported by the source,2022-02-15T22:37:11,72.4,11912,168069,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20220215_3 (reported 2022-02-15T22:37:11),SF Dept. of Elections per-release certified results (final release 20220223),SF Dept. of Elections per-release certified results (final release 20220223),2022-02-15
2022-04-19,Special,city,,268722,as recorded for this election,78764,certified / official canvass,29.3,61965,actual count as reported by the source,2022-04-19T21:43:13,78.7,3715,75049,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20220419_2 (reported 2022-04-19T21:43:13),SF Dept. of Elections per-release certified results (final release 20220427),SF Dept. of Elections per-release certified results (final release 20220427),2022-04-19
2022-06-07,Primary,city,,495498,as recorded for this election,229229,certified / official canvass,46.3,127926,actual count as reported by the source,2022-06-07T22:37:26,55.8,22180,207049,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20220607_3 (reported 2022-06-07T22:37:26),SF Dept. of Elections per-release certified results (final release 20220621),SF Dept. of Elections per-release certified results (final release 20220621),2022-06-07
2022-11-08,General,city,,497561,as recorded for this election,310071,certified / official canvass,62.3,158200,actual count as reported by the source,2022-11-09T00:01:28,51.0,35595,274476,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20221108_4 (reported 2022-11-09T00:01:28),SF Dept. of Elections per-release certified results (final release 20221129),SF Dept. of Elections per-release certified results (final release 20221129),2022-11-08
2024-03-05,Primary,city,,500856,as recorded for this election,233465,certified / official canvass,46.6,104760,actual count as reported by the source,2024-03-05T23:43:56,44.9,27929,205536,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20240305_4 (reported 2024-03-05T23:43:56),SF Dept. of Elections per-release certified results (final release 20240321),SF Dept. of Elections per-release certified results (final release 20240321),2024-03-05
2024-11-05,General,city,,522265,as recorded for this election,412231,certified / official canvass,78.9,234453,actual count as reported by the source,2024-11-06T00:30:46,56.9,58688,353543,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20241105_4 (reported 2024-11-06T00:30:46),SF Dept. of Elections per-release certified results (final release 20241203),SF Dept. of Elections per-release certified results (final release 20241203),2024-11-05
2025-09-16,Recall,city,,50273,as recorded for this election,21542,certified / official canvass,42.9,16485,actual count as reported by the source,2025-09-16T22:43:53,76.5,1170,20372,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20250916_2 (reported 2025-09-16T22:43:53),SF Dept. of Elections per-release certified results (final release 20250925),SF Dept. of Elections per-release certified results (final release 20250925),2025-09-16
2025-11-04,Special,city,,531310,as recorded for this election,295232,certified / official canvass,55.6,196007,actual count as reported by the source,2025-11-04T23:25:03,66.4,28328,266904,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20251104_2 (reported 2025-11-04T23:25:03),SF Dept. of Elections per-release certified results (final release 20251203),SF Dept. of Elections per-release certified results (final release 20251203),2025-11-04
2026-06-02,Primary,city,,533546,as recorded for this election,271520,certified / official canvass,50.9,125086,actual count as reported by the source,2026-06-03T00:18:40,46.1,30931,240589,SF Dept. of Elections per-release certified results,SF Dept. of Elections certified results,SF Dept. of Elections results release 20260602_4 (reported 2026-06-03T00:18:40),SF Dept. of Elections per-release certified results (final release 20260625),SF Dept. of Elections per-release certified results (final release 20260625),2026-06-02
